Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del Préstamo Personal;Nombre corto del Préstamo Personal;Denominación;Monto máximo otorgable;Monto mínimo otorgable;Plazo máximo otorgable;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Relación cuota/ingreso (%);Beneficiario;Cargo máximo por cancelación anticipada;Tasa efectiva anual máxima;Tipo de Tasa;Costo financiero efectivo total máximo;Cuota inicial a plazo máximo cada $10.000;Territorio de validez de la oferta;Más información
55298;ESPACIO DIGITAL S.A;2026-07-17;CREDITO EFECTIVO;CREDITO EFECTIVO;Pesos;4500000;10000;18;20000;0;75;99,99;Todos los beneficiarios;20,00;345,10;Fija;495,60;172170,00;Todo el territorio nacional;SIN CARGO CANCELACION SI ABONA UN TERCIO DE LAS CUOTAS
55300;Buenos Aires Creditos SA;2026-08-09;GARRAHAN POLICIA 08-2025 - 20;PRPER-79;Pesos;7500000;1000;48;150000;6;99;,45;Personas humanas en relación de dependencia;99,00;7,33;Fija;133,80;9026,00;Todo el territorio nacional;
55301;CRESCENS S.A;2026-08-25;EMPLEADOS TASA BONIFICADA;EMPLEADOS;Pesos;1000000;5000;36;0;6;65;25,00;Personas humanas en relación de dependencia;3,00;61,43;Variable;61,43;686,00;Todo el territorio nacional;VARIACION EN FUNCION DE TASA BADLAR BCRA
55301;CRESCENS S.A;2026-08-25;TASA GENERAL;GENERAL;Pesos;1000000;5000;36;0;6;65;20,00;Personas humanas en relación de dependencia;3,00;61,43;Variable;61,43;686,00;Todo el territorio nacional;VARIACION EN FUNCION DE TASA BADLAR BCRA
55301;CRESCENS S.A;2026-08-25;EMPLEADOS TASA FIJA;EMPLEADOS;Pesos;1000000;5000;36;0;6;65;20,00;Personas humanas en relación de dependencia;3,00;52,81;Variable;52,81;702,00;Todo el territorio nacional;TASA FIJA SEGUN PROMEDIO BADLAR 
55303;FINANCE GROUP SRL;2021-11-30;;;;;;;;;;;;;;;;;;
55303;FINANCE GROUP SRL;2021-11-30;;;;;;;;;;;;;;;;;;
55303;FINANCE GROUP SRL;2021-11-30;PERSONALES TASA BONIFICADA;PERSONALES;Pesos;40000;500;9;0;6;65;25,00;Personas humanas en relación de dependencia;3,00;269,83;Variable;269,83;833,33;Todo el territorio nacional;
55305;SORAMUS S.A;2023-06-01;PRESTAMO SENCILLO 2;PS2;Pesos;1000000;1000;24;0;0;100;,00;Todos los beneficiarios;,00;331,44;Fija;474,07;,00;Todo el territorio nacional;SIN NOVEDAD
55305;SORAMUS S.A;2023-06-01;PRESTAMO SENCILLO 3;PS3;Pesos;1000000;1000;24;0;0;100;,00;Todos los beneficiarios;,00;373,89;Fija;541,33;,00;Todo el territorio nacional;SIN NOVEDAD
55305;SORAMUS S.A;2023-06-01;PRESTAMO SENCILLO 1;PS1;Pesos;1000000;1000;24;0;0;100;,00;Todos los beneficiarios;,00;160,36;Fija;215,35;,00;Todo el territorio nacional;SIN NOVEDAD
55305;SORAMUS S.A;2023-06-01;PRESTAMO SENCILLO 4;PS4;Pesos;1000000;1000;24;0;0;100;,00;Todos los beneficiarios;,00;419,55;Fija;614,80;,00;Todo el territorio nacional;SIN NOVEDAD
55305;SORAMUS S.A;2023-06-01;PRESTAMO SENCILLO 6;PS6;Pesos;1000000;1000;24;0;0;100;,00;Todos los beneficiarios;,00;522,12;Fija;783,62;,00;Todo el territorio nacional;SIN NOVEDAD
55305;SORAMUS S.A;2023-06-01;PRESTAMO SENCILLO 8;PS8;Pesos;1000000;1000;24;0;0;100;,00;Todos los beneficiarios;,00;641,00;Fija;984,91;,00;Todo el territorio nacional;SIN NOVEDAD
55305;SORAMUS S.A;2023-06-01;PRESTAMO SENCILLO 5;PS5;Pesos;1000000;1000;24;0;0;100;,00;Todos los beneficiarios;,00;469,21;Fija;695,92;,00;Todo el territorio nacional;SIN NOVEDAD
55305;SORAMUS S.A;2023-06-01;PRESTAMO SENCILLO 7;PS7;Pesos;1000000;1000;24;0;0;100;,00;Todos los beneficiarios;,00;579,30;Fija;879,73;,00;Todo el territorio nacional;SIN NOVEDAD
55307;RED DE PRESTAMOS SA;2024-11-15;PRESTAMOS PERSONALES DE CONSUMO DE PAGO VOLUNTARIO;CONSUMIDOR;Pesos;100000;1000;24;35000;6;64;30,00;Personas humanas en relación de dependencia;,00;891,83;Fija;999,99;2728,75;Provincia de Buenos Aires;0
55307;RED DE PRESTAMOS SA;2024-11-15;PRESTAMOS MUNICIPALES CON CONVENIO DE DESCUENTOS DE HABERES;MUNICIPALES;Pesos;999000;1000;24;70000;6;64;20,00;Empleados públicos;,00;297,03;Fija;487,76;1807,16;Provincia de Buenos Aires;0
55309;MUTUAL DEL PERSONAL DEL MINISTERIO DE EDUCACION Y JUSTICIA DE LA NACION;2026-03-04;AYUDA POR CBU;AYUDA POR CBU;Pesos;280000;10000;18;150000;3;80;20,00;Personas humanas en relación de dependencia;,00;235,00;Fija;235,00;2218,00;Provincia de Buenos Aires;
55309;MUTUAL DEL PERSONAL DEL MINISTERIO DE EDUCACION Y JUSTICIA DE LA NACION;2026-03-04;AYUDA ECONOMICA SANTIAGO;AYUDA SANTIAGO;Pesos;530000;10000;24;150000;3;60;20,00;Personas humanas en relación de dependencia;,00;217,00;Fija;217,00;1942,00;Todo el territorio nacional;
55309;MUTUAL DEL PERSONAL DEL MINISTERIO DE EDUCACION Y JUSTICIA DE LA NACION;2026-03-04;PRESTAMOS PERSONALES;AYUDA ECONOMICA;Pesos;540000;10000;24;150000;12;65;20,00;Personas humanas en relación de dependencia;,00;204,00;Fija;204,00;1891,00;Provincia de Buenos Aires;PRESTAMOS PERSONALES A NUESTROS ASOCIADOS POR RECIBO DE HABERES
55310;MACRO SOLUTIONS SA;2026-08-21;ALIANZA MICROCREDITOS6;NO TIENE;Pesos;3000000;10000;24;0;2;86;,20;Todos los beneficiarios;,15;2,79;Fija;3,92;1463,00;Todo el territorio nacional;
55310;MACRO SOLUTIONS SA;2026-08-21;ALIANZA MICROCREDITOS2;NO TIENE;Pesos;3000000;10000;24;0;2;86;,20;Todos los beneficiarios;,15;4,40;Fija;6,49;1835,00;Todo el territorio nacional;
55310;MACRO SOLUTIONS SA;2026-08-21;ALIANZA MICROCREDITOS7;NO TIENE;Pesos;3000000;10000;24;0;2;86;,20;Todos los beneficiarios;,15;2,46;Fija;3,42;1373,00;Todo el territorio nacional;
55310;MACRO SOLUTIONS SA;2026-08-21;ALIANZA MICROCREDITOS4;NO TIENE;Pesos;3000000;10000;24;0;2;86;,20;Todos los beneficiarios;,15;3,53;Fija;5,08;1647,00;Todo el territorio nacional;
55310;MACRO SOLUTIONS SA;2026-08-21;ALIANZA MICROCREDITOS5;NO TIENE;Pesos;3000000;10000;24;0;2;86;,20;Todos los beneficiarios;,15;3,14;Fija;4,48;1554,00;Todo el territorio nacional;
55310;MACRO SOLUTIONS SA;2026-08-21;ALIANZA MICROCREDITOS3;NO TIENE;Pesos;3000000;10000;24;0;2;86;,20;Todos los beneficiarios;,15;3,95;Fija;5,75;1740,00;Todo el territorio nacional;
55310;MACRO SOLUTIONS SA;2026-08-21;ALIANZA MICROCREDITOS1;NO TIENE;Pesos;3000000;45000;27;0;2;86;,20;Todos los beneficiarios;,15;4,90;Fija;7,30;8629,00;Todo el territorio nacional;
55310;MACRO SOLUTIONS SA;2026-08-21;ALIANZA MICROCREDITOS8;NO TIENE;Pesos;3000000;10000;24;0;2;86;,20;Todos los beneficiarios;,15;2,16;Fija;2,97;1285,00;Todo el territorio nacional;
55312;ABAN DIGITAL S.A.;2026-04-20;PRESTAMO PERSONAL;ADELANTO;Pesos;1000000;50000;3;500000;6;65;30,00;Todos los beneficiarios;10,00;4303,68;Fija;8446,17;60612,00;Todo el territorio nacional;
55313;MICODEMO S.A.;2023-10-31;PRESTAMOS PERDOPRESTAMOS PERSONALES;PRESTAMO PERSONAL;Pesos;70000;5000;12;0;6;75;,00;Empleados públicos;23,90;999,99;Fija;378,04;3600,00;Todo el territorio nacional;EL VALOR CORRECTO DE LA TASA EFECTIVA ANUAL ES 2574,57
55314;REGGIO DI CALABRIA S.R.L.;2023-05-23;PRESTAMO PERSONAL PROVINCIA - PUBLICO GENERAL;PUBLICO GENERAL PROVINCIA;Pesos;60000;500;18;0;12;79;35,00;Empleados públicos;,00;390,91;Fija;390,91;1799,00;Provincia de Buenos Aires;0                                                      
55314;REGGIO DI CALABRIA S.R.L.;2023-05-23;PRESTAMO PERSONAL NACION - PUBLICO GENERAL;PUBLICO GENERAL NACION;Pesos;50000;555;24;0;12;79;40,00;Empleados públicos;,00;483,45;Fija;483,45;1682,45;Todo el territorio nacional;0                                                      
55315;FINANCRED SA;2026-03-23;PPE HABITUAL ESPECIAL;PPE HABITUAL ESPECIAL;Pesos;500000;1000;12;50000;12;100;35,00;Personas humanas Monotributistas;,00;720,00;Fija;999,99;2480,00;Todo el territorio nacional;
55315;FINANCRED SA;2026-03-23;PPE HABITUAL ESPECIAL;PPE HABITUAL ESPECIAL;Pesos;500000;1000;12;50000;12;100;35,00;Personas humanas en relación de dependencia;,00;720,00;Fija;999,99;2480,00;Todo el territorio nacional;
55315;FINANCRED SA;2026-03-23;PPE HABITUAL ESPECIAL;PPE HABITUAL ESPECIAL;Pesos;500000;1000;12;50000;12;100;35,00;Empleados públicos;,00;720,00;Fija;999,99;2480,00;Todo el territorio nacional;
55315;FINANCRED SA;2026-03-23;PPE HABITUAL ESPECIAL;PPE HABITUAL ESPECIAL;Pesos;500000;1000;12;50000;12;100;35,00;Personas humanas Responsables Inscriptos;,00;720,00;Fija;999,99;2480,00;Todo el territorio nacional;
55317;BARSATEX S.A.;2026-08-03;PRESTAMO PERSONAL SIN GARANTIA;ANTICIPOCOMAR;Pesos;1000000;30000;12;380000;3;75;,20;Todos los beneficiarios;,00;186,00;Fija;225,06;546608,00;Todo el territorio nacional;
55323;SOLUCIONES INTEGRALES S.A.;2026-08-10;MICRO PRESTAMO PERSONAL;MICRO PRESTAMO PERSONAL;Pesos;150000;10000;6;0;6;100;,00;Personas humanas en relación de dependencia;,00;868,80;Fija;946,00;437500,00;Todo el territorio nacional;
55328;LOGINCREDIT S.A.;2026-08-20;PRESTAMOS EMPLEADOS CUOTAS FIJAS;PRESTAMOS EMPLEADOS;Pesos;300000;15000;36;25000;1;75;27,00;Personas humanas en relación de dependencia;25,00;103,50;Fija;135,00;980,00;Ciudad Autónoma de Buenos Aires;CARGO MAXIMO POR CANCELACION ANTICIPADA 25 PORCIENTO CAPITAL ADEUDADO
55330;CREDILOW S.A.;2023-05-31;JUBILADOS CLIENTE NUEVO;JCN;Pesos;81000;1;9;0;0;100;,00;Beneficiarios de cuentas de la seguridad social;,00;949,33;Fija;949,33;2612,00;Provincia de Córdoba;
55330;CREDILOW S.A.;2023-05-31;DNI MAS SERVICIO CLIENTE NUEVO;DNISCN;Pesos;42000;1;6;0;0;100;,00;Todos los beneficiarios;,00;999,99;Fija;999,99;3317,00;Provincia de La Pampa;VALE MIL DOSCIENTOS TREINTA Y 1 CON OCHENTA Y NUEVE CENTAVOS
55330;CREDILOW S.A.;2023-05-31;JUBILADOS CLIENTE NUEVO;JCN;Pesos;81000;1;9;0;0;100;,00;Beneficiarios de cuentas de la seguridad social;,00;949,33;Fija;949,33;2612,00;Provincia del Chaco;
55330;CREDILOW S.A.;2023-05-31;RECIBO DE SUELDO CLIENTE NUEVO;RSCN;Pesos;143520;1;12;0;0;100;20,00;Todos los beneficiarios;,00;881,20;Fija;881,20;2334,00;Provincia de San Juan;
55330;CREDILOW S.A.;2023-05-31;RECIBO DE SUELDO CLIENTE NUEVO;RSCN;Pesos;143520;1;12;0;0;100;20,00;Todos los beneficiarios;,00;881,20;Fija;881,20;2334,00;Provincia de Córdoba;
55330;CREDILOW S.A.;2023-05-31;RECIBO DE SUELDO CLIENTE NUEVO;RSCN;Pesos;143520;1;12;0;0;100;20,00;Todos los beneficiarios;,00;881,20;Fija;881,20;2334,00;Ciudad Autónoma de Buenos Aires;
55330;CREDILOW S.A.;2023-05-31;RECIBO DE SUELDO CLIENTE NUEVO;RSCN;Pesos;143520;1;12;0;0;100;20,00;Todos los beneficiarios;,00;881,20;Fija;881,20;2334,00;Provincia del Chaco;
55330;CREDILOW S.A.;2023-05-31;DNI MAS SERVICIO CLIENTE NUEVO;DNISCN;Pesos;42000;1;6;0;0;100;,00;Todos los beneficiarios;,00;999,99;Fija;999,99;3317,00;Provincia de San Juan;VALE MIL DOSCIENTOS TREINTA Y 1 CON OCHENTA Y NUEVE CENTAVOS
55330;CREDILOW S.A.;2023-05-31;DNI MAS SERVICIO CLIENTE NUEVO;DNISCN;Pesos;42000;1;6;0;0;100;,00;Todos los beneficiarios;,00;999,99;Fija;999,99;3317,00;Provincia del Chaco;VALE MIL DOSCIENTOS TREINTA Y 1 CON OCHENTA Y NUEVE CENTAVOS
55330;CREDILOW S.A.;2023-05-31;JUBILADOSCLIENTENUEVO;JCN;Pesos;81000;1;9;0;0;100;,00;Beneficiarios de cuentas de la seguridad social;,00;949,33;Fija;949,33;2612,00;Provincia de Buenos Aires;
55330;CREDILOW S.A.;2023-05-31;DNI MAS SERVICIO CLIENTE NUEVO;DNISCN;Pesos;42000;1;6;0;0;100;,00;Todos los beneficiarios;,00;999,99;Fija;999,99;3317,00;Provincia de Córdoba;VALE MIL DOSCIENTOS TREINTA Y 1 CON OCHENTA Y NUEVE CENTAVOS
55330;CREDILOW S.A.;2023-05-31;DNI MAS SERVICIO CLIENTE NUEVO;DNISCN;Pesos;42000;1;6;0;0;100;,00;Todos los beneficiarios;,00;999,99;Fija;999,99;3317,00;Ciudad Autónoma de Buenos Aires;VALE MIL DOSCIENTOS TREINTA Y 1 CON OCHENTA Y NUEVE CENTAVOS
55330;CREDILOW S.A.;2023-05-31;RECIBO DE SUELDO CLIENTE NUEVO;RSCN;Pesos;143520;1;12;0;0;100;20,00;Todos los beneficiarios;,00;881,20;Fija;881,20;2334,00;Provincia de Mendoza;
55330;CREDILOW S.A.;2023-05-31;JUBILADOS CLIENTE NUEVO;JCN;Pesos;81000;1;9;0;0;100;,00;Beneficiarios de cuentas de la seguridad social;,00;949,33;Fija;949,33;2612,00;Provincia de Santa Fe;
55330;CREDILOW S.A.;2023-05-31;DNIMASSERVICIOCLIENTENUEVO;DNISCN;Pesos;42000;1;6;0;0;100;,00;Todos los beneficiarios;,00;999,99;Fija;999,99;3317,00;Provincia de Buenos Aires;VALE MIL DOSCIENTOS TREINTA Y CON OCHENTA Y NUEVE CENTAVOS
55330;CREDILOW S.A.;2023-05-31;RECIBODESUELDOCLIENTENUEVO;RSCN;Pesos;143520;1;12;0;0;100;20,00;Todos los beneficiarios;,00;881,20;Fija;881,20;2334,00;Provincia de Buenos Aires;
55330;CREDILOW S.A.;2023-05-31;JUBILADOS CLIENTE NUEVO;JCN;Pesos;81000;1;9;0;0;100;,00;Beneficiarios de cuentas de la seguridad social;,00;949,33;Fija;949,33;2612,00;Ciudad Autónoma de Buenos Aires;
55330;CREDILOW S.A.;2023-05-31;DNI MAS SERVICIO CLIENTE NUEVO;DNISCN;Pesos;42000;1;6;0;0;100;,00;Todos los beneficiarios;,00;999,99;Fija;999,99;3317,00;Provincia de Santa Fe;VALE MIL DOSCIENTOS TREINTA Y 1 CON OCHENTA Y NUEVE CENTAVOS
55330;CREDILOW S.A.;2023-05-31;JUBILADOS CLIENTE NUEVO;JCN;Pesos;81000;1;9;0;0;100;,00;Beneficiarios de cuentas de la seguridad social;,00;949,33;Fija;949,33;2612,00;Provincia de San Juan;
55330;CREDILOW S.A.;2023-05-31;RECIBO DE SUELDO CLIENTE NUEVO;RSCN;Pesos;143520;1;12;0;0;100;20,00;Todos los beneficiarios;,00;881,20;Fija;881,20;2334,00;Provincia de Santa Fe;
55330;CREDILOW S.A.;2023-05-31;JUBILADOS CLIENTE NUEVO;JCN;Pesos;81000;1;9;0;0;100;,00;Beneficiarios de cuentas de la seguridad social;,00;949,33;Fija;949,33;2612,00;Provincia de Mendoza;
55330;CREDILOW S.A.;2023-05-31;DNI MAS SERVICIO CLIENTE NUEVO;DNISCN;Pesos;42000;1;6;0;0;100;,00;Todos los beneficiarios;,00;999,99;Fija;999,99;3317,00;Provincia de Mendoza;VALE MIL DOSCIENTOS TREINTA Y 1 CON OCHENTA Y NUEVE CENTAVOS
55330;CREDILOW S.A.;2023-05-31;JUBILADOS CLIENTE NUEVO;JCN;Pesos;81000;1;9;0;0;100;,00;Beneficiarios de cuentas de la seguridad social;,00;949,33;Fija;949,33;2612,00;Provincia de La Pampa;
55330;CREDILOW S.A.;2023-05-31;RECIBO DE SUELDO CLIENTE NUEVO;RSCN;Pesos;143520;1;12;0;0;100;20,00;Todos los beneficiarios;,00;881,20;Fija;881,20;2334,00;Provincia de La Pampa;
55331;UNION DEL PERSONAL CIVIL DE LA PROVINCIA DEL CHACO;2022-03-10;PRESTAMOS PERSONALES;PERSONAL;Pesos;400000;1000;48;0;0;100;40,00;Empleados públicos;,00;10,00;Fija;10,00;10,00;Provincia del Chaco;
55332;FENIXCRED S.A.;2024-04-30;JUBILADO RIESGO MEDIO;JUB.RRM;Pesos;200000;50000;12;170000;12;75;25,00;Beneficiarios de cuentas de la seguridad social;15,00;655,60;Fija;655,60;2093,13;Todo el territorio nacional;NUEVOS CLIENTES Y CLIENTES -SITUACION VIGENTE BCRA HASTA 5
55332;FENIXCRED S.A.;2024-04-30;DNI Y SERVICIO;DNI.SERV;Pesos;400000;50000;12;150000;0;70;25,00;Personas humanas Responsables Inscriptos;15,00;915,41;Fija;915,41;2336,16;Todo el territorio nacional;NUEVOS CLIENTES -SITUACION VIGENTE BCRA HASTA 5
55332;FENIXCRED S.A.;2024-04-30;JUBILADO RIESGO BAJO;JUB.RRB;Pesos;600000;50000;12;400000;12;75;25,00;Beneficiarios de cuentas de la seguridad social;15,00;655,60;Fija;655,60;2093,13;Todo el territorio nacional;CLIENTES CON 1 PRESTAMO CANCELADO -SITUACION VIGENTE BCRA 1 Y 2
55332;FENIXCRED S.A.;2024-04-30;RECIBO DE SUELDO RIESGO MEDIO;RCBO.RRM;Pesos;200000;50000;12;350000;12;70;25,00;Personas humanas en relación de dependencia;15,00;655,60;Fija;655,60;2093,13;Todo el territorio nacional;NUEVOS CLIENTES -SITUACION VIGENTE BCRA HASTA 5
55332;FENIXCRED S.A.;2024-04-30;RECIBO DE SUELDO RIESGO BAJO;RCBO.RRB;Pesos;700000;50000;12;550000;12;70;25,00;Personas humanas en relación de dependencia;15,00;655,60;Fija;655,60;2093,13;Todo el territorio nacional;CLIENTES CON 1 PRESTAMO YA CANCELADO -SITUACION VIGENTE BCRA 1 Y 2
55333;El Nexo S.A.;2026-03-03;EL NEXO SA HABERES;NEXO RECIBO;Pesos;7500000;1000;48;0;0;100;40,00;Todos los beneficiarios;,00;133,78;Fija;177,37;903,00;Todo el territorio nacional;
55334;VALUARTE SRL;2026-04-23;VALUARTE ROSARIO;VALUARTE ROS;Pesos;1000000;20000;24;0;6;65;80,00;Empleados públicos;30,00;207,86;Fija;142,10;24989,00;Provincia de Santa Fe;
55334;VALUARTE SRL;2026-04-23;VALUARTE PROVINCIALES SANTA FE;VALUARTE SF;Pesos;5000000;20000;36;0;6;65;,00;Empleados públicos;30,00;97,82;Fija;70,29;10909,00;Provincia de Santa Fe;
55334;VALUARTE SRL;2026-04-23;VALUARTE SAN LORENZO;VALUARTE SL;Pesos;2000000;20000;30;0;6;65;40,00;Empleados públicos;30,00;199,71;Fija;135,82;12211,00;Provincia de Santa Fe;
55334;VALUARTE SRL;2026-04-23;VALUARTE PASIVOS SANTA FE;VALUARTE PSF;Pesos;5000000;20000;18;0;6;80;,00;Empleados públicos;30,00;97,82;Fija;70,29;16581,00;Provincia de Santa Fe;
55334;VALUARTE SRL;2026-04-23;VALUARTE PROVINCIALES SF ADELANTO;VALUARTE SF AD;Pesos;5000000;20000;1;0;6;65;,00;Empleados públicos;30,00;81,51;Fija;94,94;14624,00;Provincia de Santa Fe;
55334;VALUARTE SRL;2026-04-23;VALUARTE BMR;VALUARTE BMR;Pesos;1000000;20000;24;20000;6;65;40,00;Clientes que acrediten sueldos en la entidad;30,00;228,24;Fija;189,66;28021,00;Provincia de Santa Fe;
55334;VALUARTE SRL;2026-04-23;VALUARTE PROVINCIALES RIO NEGRO;VALUARTE RN;Pesos;1000000;20000;24;100000;6;65;80,00;Empleados públicos;30,00;218,71;Fija;189,29;27303,00;Provincia de Río Negro;
55334;VALUARTE SRL;2026-04-23;VALUARTE PASIVOS SF CUOTA 1;VALUARTE PSF AD;Pesos;5000000;20000;1;0;6;80;,00;Empleados públicos;30,00;105,97;Fija;110,78;14957,00;Provincia de Santa Fe;
55336;OSCAR BARBIERI S.A.;2026-08-19;CREDITO PARA LA COMPRA FINANCIADA DE PRODUCTOS EN OSCAR BARBIERI SA;CREDITO PERSONAL OBSA;Pesos;9000000;1;24;0;0;79;20,00;Todos los beneficiarios;,00;96,38;Fija;116,62;1251,00;Provincia de Catamarca;N/A 0D0A
55336;OSCAR BARBIERI S.A.;2026-08-19;CREDITO PARA LA COMPRA FINANCIADA DE PRODUCTOS EN OSCAR BARBIERI SA;CREDITO PERSONAL OBSA;Pesos;9000000;1;24;0;0;79;20,00;Todos los beneficiarios;,00;96,38;Fija;116,62;1251,00;Provincia de Salta;N/A 0D0A
55336;OSCAR BARBIERI S.A.;2026-08-19;CREDITO PARA LA COMPRA FINANCIADA DE PRODUCTOS EN OSCAR BARBIERI SA;CREDITO PERSONAL OBSA;Pesos;9000000;1;24;0;0;79;20,00;Todos los beneficiarios;,00;96,38;Fija;116,62;1251,00;Provincia de Tucumán;N/A
55337;NETTER SA;2023-02-07;CREDITOS PERSONALES;LINEA PLATINO - DEBITO;Pesos;100000;1000;36;15000;3;63;35,00;Clientes que acrediten sueldos en la entidad;35,00;220,76;Fija;304,34;1253,68;Todo el territorio nacional;
55338;TRESSFEN SA;2022-07-25;RECIBO DE SUELDO RENOVADOR;RSR;Pesos;0;15000;12;0;0;75;,00;Personas humanas en relación de dependencia;,00;108,08;Fija;108,08;1734,00;Todo el territorio nacional;
55338;TRESSFEN SA;2022-07-25;DNI RENOVADOR;DR;Pesos;0;12000;12;0;0;75;,00;Todos los beneficiarios;,00;192,08;Fija;192,08;2434,00;Todo el territorio nacional;
55338;TRESSFEN SA;2022-07-25;RECIBO DE SUELDO;RS;Pesos;0;15000;12;0;6;75;,00;Personas humanas en relación de dependencia;,00;127,28;Fija;127,28;1894,00;Todo el territorio nacional;
55338;TRESSFEN SA;2022-07-25;PENSIONADO;P;Pesos;0;12000;12;0;6;75;,00;Beneficiarios de cuentas de la seguridad social;,00;204,08;Fija;204,08;2534,00;Todo el territorio nacional;
55338;TRESSFEN SA;2022-07-25;JUBILADO;J;Pesos;0;4000;12;0;6;75;,00;Beneficiarios de cuentas de la seguridad social;,00;127,28;Fija;127,28;1894,00;Todo el territorio nacional;
55338;TRESSFEN SA;2022-07-25;D.N.I.;D;Pesos;0;12000;12;0;0;75;,00;Todos los beneficiarios;,00;228,08;Fija;228,08;2734,00;Todo el territorio nacional;
55339;MAEBA S.R.L.;2026-02-18;RAPICUOTAS EL PRESTAMO MAS RAPIDO DEL MUNDO;RAPICUOTAS;Pesos;3000000;25000;11;0;0;100;99,99;Todos los beneficiarios;15,00;15433,09;Fija;15433,09;263000,00;Todo el territorio nacional;
55340;FINANPRO S.R.L.;2026-02-18;RAPICUOTAS EL PRESTAMO MAS RAPIDO DEL MUNDO;RAPICUOTAS;Pesos;3000000;25000;11;0;0;100;99,99;Todos los beneficiarios;15,00;15433,09;Fija;15433,09;263000,00;Todo el territorio nacional;
55341;PROAVALAR S.R.L;2026-02-18;RAPICUOTAS ON LINE;RAPICUOTAS;Pesos;3000000;25000;11;0;0;100;99,99;Todos los beneficiarios;15,00;33561,78;Fija;33561,78;30900,00;Todo el territorio nacional;
55342;Asistir Cooperativa de Vivienda, Credito, Consumo y Servicios Sociales Limitada;2026-02-24;COOP ASISTIR HABERES;ASISTIR RECIBO;Pesos;7500000;1000;48;0;0;100;40,00;Todos los beneficiarios;,00;133,78;Fija;177,37;903,00;Todo el territorio nacional;
55349;AGILCRED S.A.;2026-07-03;AMORTIZABLES FRANCES CON CBU BANCO SANTA FE;AMORT. CBU SANTA FE;Pesos;2000000;1000;15;0;0;63;30,00;Personas humanas en relación de dependencia;10,00;480,90;Fija;1588,72;268385,00;Provincia de Santa Fe;EDAD MAXIMA SOLICITADA EN MUJERES: 58 AÑOS - EDAD MAXIMA SOLICITADA EN HOMBRES: 63 AÑOS
55349;AGILCRED S.A.;2026-07-03;AMORTIZABLES FRANCES CON CODIGO DE DESCUENTO ACTIVOS;AMORT. COD. DESCUENTO;Pesos;10000000;10000;36;0;0;79;30,00;Empleados públicos;10,00;74,55;Fija;94,55;67874,00;Provincia de Santa Fe;EDAD MAXIMA SOLICITADA EN MUJERES: 74 AÑOS - EDAD MAXIMA SOLICITADA EN HOMBRES: 79 AÑOS
55349;AGILCRED S.A.;2026-07-03;AMORTIZABLES FRANCES CON CODIGO DE DESC ACTIVOS CABA;AMORT. COD. DES. CABA;Pesos;10000000;10000;36;0;0;65;30,00;Empleados públicos;10,00;213,60;Fija;398,40;93750,00;Ciudad Autónoma de Buenos Aires;EDAD MAXIMA SOLICITADA EN MUJERES: 60 AÑOS - EDAD MAXIMA SOLICITADA EN HOMBRES: 65 AÑOS
55352;Cooperativa de vivienda crédito y consumo San José Ltda;2026-03-26;PRESTAMO PERSONAL SIN GARANTIA;PRESTAMO12;Pesos;500000;10000;12;0;12;58;30,00;Todos los beneficiarios;15,00;1086,70;Fija;1637,11;285000,00;Todo el territorio nacional;
55355;FULLCREDIT SA;2026-08-25;PRESTAMOS PERSONALES;PP00000066;Pesos;4000000;10000;24;380000;6;64;30,00;Todos los beneficiarios;,00;265,86;Fija;365,82;397773,00;Todo el territorio nacional;
55355;FULLCREDIT SA;2026-08-25;PRESTAMOS PERSONALES;PP00000054;Pesos;5000000;100000;36;300000;6;79;30,00;Todos los beneficiarios;25,00;261,48;Fija;423,60;336536,00;Todo el territorio nacional;
55355;FULLCREDIT SA;2026-08-25;PRESTAMOS PERSONALES;PP00000067;Pesos;5000000;50000;30;380000;6;64;40,00;Todos los beneficiarios;,00;275,17;Fija;478,90;363519,00;Todo el territorio nacional;
55355;FULLCREDIT SA;2026-08-25;PRESTAMOS PERSONALES;PP00000061;Pesos;4000000;50000;36;380000;6;64;30,00;Todos los beneficiarios;15,00;97,20;Fija;-1,00;55556,00;Todo el territorio nacional;
55355;FULLCREDIT SA;2026-08-25;PRESTAMOS PERSONALES;PP00000068;Pesos;4000000;50000;36;300000;6;64;40,00;Todos los beneficiarios;15,00;97,20;Fija;160,74;188396,00;Todo el territorio nacional;
55355;FULLCREDIT SA;2026-08-25;PRESTAMOS PERSONALES;PP00000062;Pesos;4000000;50000;36;380000;6;64;25,00;Todos los beneficiarios;15,00;97,20;Fija;,00;55556,00;Todo el territorio nacional;
55355;FULLCREDIT SA;2026-08-25;PRESTAMOS PERSONALES;PP00000056;Pesos;2000000;5000;24;300000;6;64;30,00;Todos los beneficiarios;25,00;82,53;Fija;286,65;282374,00;Todo el territorio nacional;
55355;FULLCREDIT SA;2026-08-25;PRESTAMOS PERSONALES;PP00000057;Pesos;3000000;5000;24;300000;6;64;30,00;Todos los beneficiarios;,00;82,53;Fija;286,65;282374,00;Todo el territorio nacional;
55355;FULLCREDIT SA;2026-08-25;PRESTAMOS PERSONALES;PP00000052;Pesos;4000000;50000;24;380000;6;64;30,00;Todos los beneficiarios;15,00;165,91;Fija;348,00;313013,00;Todo el territorio nacional;
